index,name,region,diet,selectedProteins,exclusions,engineVersion,engineSource,status,engineQA,hardCount,warnCount,weirdCount,hard,warn,weird,days,targetDays,mainCounts,proteinTotals
68,v345 valid quality scenario 68 SA mode 7,SA,pescatarian,fish|eggs|dairy|protein_powder,,3.4.6-strict-snack-gate-quality-fix,rebuilt-funnel-engine-v331-us-first-plus-v346-strict-snack-gate-quality-fixed,ALLOWED,CONDITIONAL PASS,0,1,2,,Day 6: eggs snack repeats lunch/dinner protein.,low lunch template variety 3 | cottage cheese lunch appears 4 times,7,7,"{""dairy"":4,""eggs"":5,""fish"":5}","[97,104,107,100,97,99,108]"
69,v345 valid quality scenario 69 AU mode 8,AU,vegetarian,eggs|dairy|tofu|lentils|beans|chickpeas,,3.4.6-strict-snack-gate-quality-fix,rebuilt-funnel-engine-v331-us-first-plus-v346-strict-snack-gate-quality-fixed,ALLOWED,PASS,0,0,0,,,,7,6,"{""dairy"":2,""eggs"":2,""chickpeas"":2,""beans"":2,""lentils"":3,""tofu"":3}","[84,81,88,75,93,82,86]"
70,v345 valid quality scenario 70 CA mode 9,CA,vegetarian,dairy|tofu|lentils|beans|chickpeas|protein_powder,no_eggs,3.4.6-strict-snack-gate-quality-fix,rebuilt-funnel-engine-v331-us-first-plus-v346-strict-snack-gate-quality-fixed,ALLOWED,PASS,0,0,0,,,,7,7,"{""dairy"":2,""tofu"":3,""chickpeas"":3,""beans"":3,""lentils"":3}","[101,92,94,90,96,82,94]"
71,v345 valid quality scenario 71 US mode 10,US,vegetarian,eggs|tofu|lentils|beans|chickpeas|protein_powder,no_dairy,3.4.6-strict-snack-gate-quality-fix,rebuilt-funnel-engine-v331-us-first-plus-v346-strict-snack-gate-quality-fixed,ALLOWED,PASS,0,0,0,,,,7,7,"{""beans"":2,""eggs"":3,""chickpeas"":3,""tofu"":3,""lentils"":3}","[95,84,97,86,102,84,103]"
72,v345 valid quality scenario 72 UK mode 11,UK,omnivore,chicken|beef|fish|eggs|dairy|protein_powder,,3.4.6-strict-snack-gate-quality-fix,rebuilt-funnel-engine-v331-us-first-plus-v346-strict-snack-gate-quality-fixed,ALLOWED,PASS,0,0,0,,,,7,7,"{""dairy"":2,""chicken"":3,""eggs"":3,""fish"":3,""beef"":3}","[104,115,101,100,112,101,99]"
73,v345 valid quality scenario 73 SA mode 12,SA,omnivore,chicken|beef|fish|eggs|dairy,,3.4.6-strict-snack-gate-quality-fix,rebuilt-funnel-engine-v331-us-first-plus-v346-strict-snack-gate-quality-fixed,ALLOWED,PASS,0,0,0,,,,7,5,"{""dairy"":2,""chicken"":3,""eggs"":3,""fish"":3,""beef"":3}","[79,85,78,86,87,86,82]"
74,v345 valid quality scenario 74 AU mode 13,AU,omnivore,chicken|beef|eggs|dairy|protein_powder,,3.4.6-strict-snack-gate-quality-fix,rebuilt-funnel-engine-v331-us-first-plus-v346-strict-snack-gate-quality-fixed,ALLOWED,PASS,0,0,0,,,,7,7,"{""dairy"":3,""beef"":4,""eggs"":3,""chicken"":4}","[112,114,101,94,112,114,103]"
75,v345 valid quality scenario 75 CA mode 14,CA,pescatarian,fish|eggs|dairy|protein_powder,,3.4.6-strict-snack-gate-quality-fix,rebuilt-funnel-engine-v331-us-first-plus-v346-strict-snack-gate-quality-fixed,ALLOWED,CONDITIONAL PASS,0,1,2,,Day 6: eggs snack repeats lunch/dinner protein.,low lunch template variety 3 | cottage cheese lunch appears 4 times,7,7,"{""dairy"":4,""eggs"":5,""fish"":5}","[97,104,107,100,97,99,108]"
76,v345 valid quality scenario 76 US mode 15,US,omnivore,fish|beef|pork|eggs|dairy,,3.4.6-strict-snack-gate-quality-fix,rebuilt-funnel-engine-v331-us-first-plus-v346-strict-snack-gate-quality-fixed,ALLOWED,PASS,0,0,0,,,,7,7,"{""dairy"":3,""pork"":2,""eggs"":3,""fish"":3,""beef"":3}","[91,103,98,100,99,99,95]"
77,v345 valid quality scenario 77 UK mode 16,UK,vegetarian,tofu|lentils|beans|chickpeas|protein_powder,no_eggs|no_dairy,3.4.6-strict-snack-gate-quality-fix,rebuilt-funnel-engine-v331-us-first-plus-v346-strict-snack-gate-quality-fixed,ALLOWED,PASS,0,0,0,,,,7,7,"{""chickpeas"":3,""tofu"":3,""lentils"":4,""beans"":4}","[83,99,90,89,103,90,89]"
78,v345 valid quality scenario 78 SA mode 17,SA,omnivore,chicken|beef|pork|fish|eggs|dairy,,3.4.6-strict-snack-gate-quality-fix,rebuilt-funnel-engine-v331-us-first-plus-v346-strict-snack-gate-quality-fixed,ALLOWED,PASS,0,0,0,,,,7,7,"{""dairy"":2,""beef"":2,""eggs"":2,""pork"":2,""fish"":3,""chicken"":3}","[104,106,98,102,104,107,106]"
79,v345 valid quality scenario 79 AU mode 18,AU,omnivore,chicken|beef|fish|eggs|dairy,,3.4.6-strict-snack-gate-quality-fix,rebuilt-funnel-engine-v331-us-first-plus-v346-strict-snack-gate-quality-fixed,ALLOWED,PASS,0,0,0,,,,7,7,"{""dairy"":2,""chicken"":3,""eggs"":3,""fish"":3,""beef"":3}","[104,106,98,102,112,99,102]"
80,v345 valid quality scenario 80 CA mode 19,CA,omnivore,chicken|beef|fish|eggs|dairy|protein_powder,,3.4.6-strict-snack-gate-quality-fix,rebuilt-funnel-engine-v331-us-first-plus-v346-strict-snack-gate-quality-fixed,ALLOWED,PASS,0,0,0,,,,7,7,"{""dairy"":2,""chicken"":3,""eggs"":3,""fish"":3,""beef"":3}","[104,115,101,100,116,102,108]"
81,v345 valid quality scenario 81 US mode 0,US,omnivore,chicken|beef|pork|fish|eggs|dairy|protein_powder,,3.4.6-strict-snack-gate-quality-fix,rebuilt-funnel-engine-v331-us-first-plus-v346-strict-snack-gate-quality-fixed,ALLOWED,PASS,0,0,0,,,,7,7,"{""dairy"":2,""beef"":2,""eggs"":2,""pork"":2,""fish"":3,""chicken"":3}","[104,114,101,114,104,110,104]"
82,v345 valid quality scenario 82 UK mode 1,UK,omnivore,beef|pork|fish|eggs|dairy|protein_powder,,3.4.6-strict-snack-gate-quality-fix,rebuilt-funnel-engine-v331-us-first-plus-v346-strict-snack-gate-quality-fixed,ALLOWED,PASS,0,0,0,,,,7,7,"{""dairy"":3,""pork"":2,""eggs"":3,""fish"":3,""beef"":3}","[113,103,101,98,112,102,101]"
83,v345 valid quality scenario 83 SA mode 2,SA,omnivore,chicken|fish|eggs|dairy|protein_powder,no_red_meat,3.4.6-strict-snack-gate-quality-fix,rebuilt-funnel-engine-v331-us-first-plus-v346-strict-snack-gate-quality-fixed,ALLOWED,PASS,0,0,0,,,,7,7,"{""dairy"":3,""fish"":4,""eggs"":3,""chicken"":4}","[113,106,101,115,92,106,115]"
84,v345 valid quality scenario 84 AU mode 3,AU,omnivore,chicken|beef|pork|eggs|dairy|protein_powder,no_fish,3.4.6-strict-snack-gate-quality-fix,rebuilt-funnel-engine-v331-us-first-plus-v346-strict-snack-gate-quality-fixed,ALLOWED,PASS,0,0,0,,,,7,7,"{""dairy"":3,""pork"":2,""eggs"":3,""chicken"":3,""beef"":3}","[112,102,102,103,114,101,101]"
85,v345 valid quality scenario 85 CA mode 4,CA,omnivore,chicken|beef|fish|dairy|protein_powder,no_eggs,3.4.6-strict-snack-gate-quality-fix,rebuilt-funnel-engine-v331-us-first-plus-v346-strict-snack-gate-quality-fixed,ALLOWED,PASS,0,0,0,,,,7,7,"{""dairy"":3,""chicken"":4,""beef"":3,""fish"":4}","[106,116,110,117,115,113,117]"
86,v345 valid quality scenario 86 US mode 5,US,omnivore,chicken|beef|fish|eggs|protein_powder,no_dairy,3.4.6-strict-snack-gate-quality-fix,rebuilt-funnel-engine-v331-us-first-plus-v346-strict-snack-gate-quality-fixed,ALLOWED,PASS,0,0,0,,,,7,7,"{""eggs"":3,""chicken"":4,""beef"":4,""fish"":3}","[100,109,109,104,106,104,113]"
87,v345 valid quality scenario 87 UK mode 6,UK,pescatarian,fish|eggs|dairy|protein_powder,,3.4.6-strict-snack-gate-quality-fix,rebuilt-funnel-engine-v331-us-first-plus-v346-strict-snack-gate-quality-fixed,ALLOWED,CONDITIONAL PASS,0,1,2,,Day 6: eggs snack repeats lunch/dinner protein.,low lunch template variety 3 | cottage cheese lunch appears 4 times,7,7,"{""dairy"":4,""eggs"":5,""fish"":5}","[97,104,88,104,101,93,106]"
88,v345 valid quality scenario 88 SA mode 7,SA,pescatarian,fish|eggs|dairy|protein_powder,,3.4.6-strict-snack-gate-quality-fix,rebuilt-funnel-engine-v331-us-first-plus-v346-strict-snack-gate-quality-fixed,ALLOWED,CONDITIONAL PASS,0,1,2,,Day 6: eggs snack repeats lunch/dinner protein.,low lunch template variety 3 | cottage cheese lunch appears 4 times,7,7,"{""dairy"":4,""eggs"":5,""fish"":5}","[97,104,107,100,97,99,108]"
89,v345 valid quality scenario 89 AU mode 8,AU,vegetarian,eggs|dairy|tofu|lentils|beans|chickpeas,,3.4.6-strict-snack-gate-quality-fix,rebuilt-funnel-engine-v331-us-first-plus-v346-strict-snack-gate-quality-fixed,ALLOWED,PASS,0,0,0,,,,7,6,"{""dairy"":2,""eggs"":2,""chickpeas"":2,""beans"":2,""lentils"":3,""tofu"":3}","[84,81,88,75,93,82,86]"
90,v345 valid quality scenario 90 CA mode 9,CA,vegetarian,dairy|tofu|lentils|beans|chickpeas|protein_powder,no_eggs,3.4.6-strict-snack-gate-quality-fix,rebuilt-funnel-engine-v331-us-first-plus-v346-strict-snack-gate-quality-fixed,ALLOWED,PASS,0,0,0,,,,7,7,"{""dairy"":2,""tofu"":3,""chickpeas"":3,""beans"":3,""lentils"":3}","[101,92,94,90,96,82,94]"
91,v345 valid quality scenario 91 US mode 10,US,vegetarian,eggs|tofu|lentils|beans|chickpeas|protein_powder,no_dairy,3.4.6-strict-snack-gate-quality-fix,rebuilt-funnel-engine-v331-us-first-plus-v346-strict-snack-gate-quality-fixed,ALLOWED,PASS,0,0,0,,,,7,7,"{""beans"":2,""eggs"":3,""chickpeas"":3,""tofu"":3,""lentils"":3}","[95,84,97,86,102,84,103]"
92,v345 valid quality scenario 92 UK mode 11,UK,omnivore,chicken|beef|fish|eggs|dairy|protein_powder,,3.4.6-strict-snack-gate-quality-fix,rebuilt-funnel-engine-v331-us-first-plus-v346-strict-snack-gate-quality-fixed,ALLOWED,PASS,0,0,0,,,,7,7,"{""dairy"":2,""chicken"":3,""eggs"":3,""fish"":3,""beef"":3}","[104,115,101,100,112,101,99]"
93,v345 valid quality scenario 93 SA mode 12,SA,omnivore,chicken|beef|fish|eggs|dairy,,3.4.6-strict-snack-gate-quality-fix,rebuilt-funnel-engine-v331-us-first-plus-v346-strict-snack-gate-quality-fixed,ALLOWED,PASS,0,0,0,,,,7,5,"{""dairy"":2,""chicken"":3,""eggs"":3,""fish"":3,""beef"":3}","[79,85,78,86,87,86,82]"
94,v345 valid quality scenario 94 AU mode 13,AU,omnivore,chicken|beef|eggs|dairy|protein_powder,,3.4.6-strict-snack-gate-quality-fix,rebuilt-funnel-engine-v331-us-first-plus-v346-strict-snack-gate-quality-fixed,ALLOWED,PASS,0,0,0,,,,7,7,"{""dairy"":3,""beef"":4,""eggs"":3,""chicken"":4}","[112,114,101,94,112,114,103]"
95,v345 valid quality scenario 95 CA mode 14,CA,pescatarian,fish|eggs|dairy|protein_powder,,3.4.6-strict-snack-gate-quality-fix,rebuilt-funnel-engine-v331-us-first-plus-v346-strict-snack-gate-quality-fixed,ALLOWED,CONDITIONAL PASS,0,1,2,,Day 6: eggs snack repeats lunch/dinner protein.,low lunch template variety 3 | cottage cheese lunch appears 4 times,7,7,"{""dairy"":4,""eggs"":5,""fish"":5}","[97,104,107,100,97,99,108]"
96,v345 valid quality scenario 96 US mode 15,US,omnivore,fish|beef|pork|eggs|dairy,,3.4.6-strict-snack-gate-quality-fix,rebuilt-funnel-engine-v331-us-first-plus-v346-strict-snack-gate-quality-fixed,ALLOWED,PASS,0,0,0,,,,7,7,"{""dairy"":3,""pork"":2,""eggs"":3,""fish"":3,""beef"":3}","[91,103,98,100,99,99,95]"
97,v345 valid quality scenario 97 UK mode 16,UK,vegetarian,tofu|lentils|beans|chickpeas|protein_powder,no_eggs|no_dairy,3.4.6-strict-snack-gate-quality-fix,rebuilt-funnel-engine-v331-us-first-plus-v346-strict-snack-gate-quality-fixed,ALLOWED,PASS,0,0,0,,,,7,7,"{""chickpeas"":3,""tofu"":3,""lentils"":4,""beans"":4}","[83,99,90,89,103,90,89]"
98,v345 valid quality scenario 98 SA mode 17,SA,omnivore,chicken|beef|pork|fish|eggs|dairy,,3.4.6-strict-snack-gate-quality-fix,rebuilt-funnel-engine-v331-us-first-plus-v346-strict-snack-gate-quality-fixed,ALLOWED,PASS,0,0,0,,,,7,7,"{""dairy"":2,""beef"":2,""eggs"":2,""pork"":2,""fish"":3,""chicken"":3}","[104,106,98,102,104,107,106]"
99,v345 valid quality scenario 99 AU mode 18,AU,omnivore,chicken|beef|fish|eggs|dairy,,3.4.6-strict-snack-gate-quality-fix,rebuilt-funnel-engine-v331-us-first-plus-v346-strict-snack-gate-quality-fixed,ALLOWED,PASS,0,0,0,,,,7,7,"{""dairy"":2,""chicken"":3,""eggs"":3,""fish"":3,""beef"":3}","[104,106,98,102,112,99,102]"
100,v345 valid quality scenario 100 CA mode 19,CA,omnivore,chicken|beef|fish|eggs|dairy|protein_powder,,3.4.6-strict-snack-gate-quality-fix,rebuilt-funnel-engine-v331-us-first-plus-v346-strict-snack-gate-quality-fixed,ALLOWED,PASS,0,0,0,,,,7,7,"{""dairy"":2,""chicken"":3,""eggs"":3,""fish"":3,""beef"":3}","[104,115,101,100,116,102,108]"
